epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,6296.39,1.27441,0.90807,0.94415,0.55631,0.43254,0.4561,0.2798,1.27259,0.92699,0.95377,0.00274,0.00274,0.00274
112,6353.79,1.27878,0.90621,0.94572,0.55772,0.43089,0.45647,0.27966,1.27296,0.92644,0.9537,0.002674,0.002674,0.002674
113,6410.95,1.26887,0.90134,0.94345,0.55793,0.43084,0.45726,0.28,1.27329,0.92609,0.95357,0.002608,0.002608,0.002608
114,6468.05,1.27334,0.90472,0.94551,0.55472,0.43348,0.45753,0.28073,1.27278,0.92552,0.95325,0.002542,0.002542,0.002542
115,6525.66,1.27146,0.9012,0.9445,0.55893,0.43241,0.45834,0.28097,1.27277,0.92489,0.95288,0.002476,0.002476,0.002476
116,6582.83,1.26809,0.89693,0.94451,0.55833,0.43218,0.45723,0.2803,1.27312,0.92533,0.95266,0.00241,0.00241,0.00241
117,6639.69,1.26488,0.89634,0.94168,0.55462,0.43479,0.45723,0.28072,1.27247,0.92541,0.95259,0.002344,0.002344,0.002344
118,6696.98,1.26822,0.89546,0.94333,0.55984,0.43085,0.45641,0.28051,1.27332,0.92507,0.9529,0.002278,0.002278,0.002278
119,6753.61,1.26617,0.89661,0.94132,0.56107,0.43106,0.4563,0.28037,1.27392,0.92471,0.95293,0.002212,0.002212,0.002212
120,6811.5,1.26793,0.89223,0.94267,0.55312,0.43512,0.4566,0.28074,1.27428,0.92511,0.95295,0.002146,0.002146,0.002146
121,6868.44,1.27041,0.89526,0.94374,0.55259,0.43572,0.4568,0.28068,1.27466,0.92442,0.95296,0.00208,0.00208,0.00208
122,6925.41,1.26398,0.89306,0.94371,0.55189,0.43844,0.45712,0.28068,1.27463,0.9244,0.95283,0.002014,0.002014,0.002014
123,6983.06,1.27006,0.88971,0.9426,0.55585,0.43764,0.45741,0.28104,1.27477,0.92486,0.95301,0.001948,0.001948,0.001948
124,7040.8,1.26726,0.89198,0.94219,0.55467,0.43839,0.45688,0.28078,1.27475,0.92448,0.95296,0.001882,0.001882,0.001882
125,7105.27,1.26415,0.88852,0.94161,0.5539,0.43913,0.4571,0.28046,1.27531,0.92457,0.953,0.001816,0.001816,0.001816
126,7162.92,1.2592,0.88582,0.9408,0.5564,0.43838,0.45727,0.28061,1.27506,0.92457,0.95288,0.00175,0.00175,0.00175
127,7219.53,1.26462,0.88747,0.94331,0.55597,0.43781,0.45736,0.28059,1.27535,0.92429,0.95288,0.001684,0.001684,0.001684
